job_title,salary,company_size,company_type,company_industry,company_sector,company_revenue,salary_hourly,company_name,company_rating,state,company_age,python,SQL,excel,tableau,power_bi,math,machine_learning,statistics,presentation,reporting
DATA ANALYST – BUSINESS TECHNOLOGY,107.5,5001-10000,Company - Private,HR Consulting,Human Resources & Staffing,$100 to $500 million (USD),1,IPA Personnel Services,4.5,VIC,,0,0,1,1,1,0,0,0,1,0
"Analyst, Retirement Performance",135028.0,501-1000,Non-profit Organisation,Investment & Asset Management,Finance,$10+ billion (USD),0,AustralianSuper,3.7,VIC,17.0,0,0,1,1,1,0,0,0,0,1
Reporting & Modelling Analyst - Fixed Term,196072.0,>10000,Company - Private,Travel Agencies,Hotel & Travel Accommodation,$10+ billion (USD),0,dnata catering,3.4,VIC,,0,1,1,0,1,0,0,1,0,1
Data Analyst,99499.0,>10000,Hospital,Healthcare Services & Hospitals,Healthcare,,0,Austin Health,3.7,VIC,141.0,1,1,0,0,1,0,0,1,0,1
Senior Data Analyst,123329.0,>10000,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,Visa,4.1,VIC,65.0,1,1,1,1,0,0,0,0,1,0
Operations Data Analyst,82536.0,Unknown,Company - Private,,,,0,Harvest Recruitment,,VIC,,0,0,1,0,0,0,0,0,0,1
Data Governance & Enablement Analyst,122687.0,201-500,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",$100 to $500 million (USD),0,Tennis Australia,2.7,VIC,,0,0,0,0,0,0,0,0,0,1
Junior Business Analyst (Wholesale),84066.0,51-200,Company - Private,Other Retail Shops,Retail & Wholesale,,0,Bellroy,4.5,VIC,,0,0,0,0,0,0,0,0,0,0
Digital Insights Analyst,62569.0,>10000,Company - Private,Healthcare Services & Hospitals,Healthcare,$5 to $10 billion (USD),0,Bupa Dental Care,3.5,VIC,76.0,1,1,0,0,0,0,0,0,0,1
Data Analyst,86565.0,1-50,Company - Private,,,,0,Aututech,,VIC,,1,1,1,1,1,1,0,1,0,1
Strategy Business Analyst/Consultant,108344.0,1-50,Company - Private,,,,0,Scalene Group,,VIC,,1,1,1,1,0,0,0,0,0,1
Portfolio Analyst,89022.0,1001-5000,Company - Public,Financial Transaction Processing,Finance,,0,Latitude Financial Services,3.2,VIC,8.0,1,1,1,1,1,0,0,1,1,1
Customer Data Analyst,82536.0,1001-5000,Company - Private,,,,0,Munro Footwear Group,3.9,VIC,61.0,0,1,1,1,0,1,0,1,1,1
Business Analyst,123207.0,501-1000,Company - Private,Energy & Utilities,"Energy, Mining, Utilities",,0,Alinta Energy,3.5,VIC,28.0,0,0,0,0,0,0,0,0,0,0
Insights Analyst,89207.0,201-500,Government,Energy & Utilities,"Energy, Mining, Utilities",,0,Momentum Energy,3.9,VIC,21.0,1,1,1,0,1,0,0,0,1,1
Corporate Actions Analyst - Hybrid,144888.0,>10000,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD),0,Citi,3.9,VIC,211.0,0,0,1,0,0,0,0,0,0,1
APS6 Business Intelligence Analyst,60.26,1001-5000,Company - Private,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),1,Chandler Macleod,3.6,VIC,64.0,0,0,1,0,0,1,0,1,0,1
Reporting Analyst,84748.0,Unknown,Company - Private,Insurance Agencies & Brokerages,Insurance,,0,Guild Group,,VIC,62.0,0,0,1,1,1,0,0,0,1,1
Health and Safety Data Analyst,101870.0,>10000,Company - Public,Construction,"Construction, Repair & Maintenance Services",$5 to $25 million (USD),0,Acciona,3.8,VIC,26.0,0,0,1,0,1,1,0,1,0,1
Market Data Compliance Analyst,161758.0,1001-5000,Company - Public,Software Development,Information Technology,$100 to $500 million (USD),0,Iress Limited,3.5,VIC,30.0,0,0,0,0,0,0,0,0,0,1
Data Analyst,85575.0,Unknown,Company - Private,,,,0,Minaret College,3.9,VIC,,0,0,1,0,0,0,0,1,0,0
Marketing Insights Analyst,97570.0,501-1000,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),0,Interactive Pty Ltd,3.9,VIC,35.0,0,1,1,1,1,0,0,0,1,0
Data Analyst with Superannuation,65727.0,51-200,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),0,IQ Group,3.7,VIC,23.0,0,1,1,0,0,0,0,0,0,0
Data Analyst,94472.0,5001-10000,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,Infosys Singapore & Australia,3.8,VIC,42.0,1,1,0,0,0,0,0,0,0,0
Business Analyst - Loyalty,121244.0,1001-5000,Company - Public,Energy & Utilities,"Energy, Mining, Utilities",$2 to $5 billion (USD),0,AGL Energy,3.6,VIC,186.0,0,0,0,0,0,0,0,0,1,0
"Senior Data Analyst Audit, Technology, Digital & Data",104848.0,>10000,Company - Public,Banking & Lending,Finance,$10+ billion (USD),0,NAB - National Australia Bank,3.8,VIC,,1,1,1,0,1,0,0,0,0,1
Data Assurance Analyst,86565.0,5001-10000,Hospital,,,,0,Western Health,3.8,VIC,,0,0,1,0,0,0,0,0,0,1
Project Analyst,98436.0,Unknown,Government,National Services & Agencies,Government & Public Administration,,0,Department of Education,3.1,VIC,,0,0,0,0,0,0,0,0,0,1
Sustainability Reporting Analyst,72935.0,>10000,Company - Public,Real Estate,Real Estate,$5 to $10 billion (USD),0,JLL,3.9,VIC,,0,0,1,0,0,0,0,0,0,1
Business Intelligence (BI) Analyst,95656.0,1-50,Company - Private,,,,0,Strata Results Recruitment,5.0,VIC,,0,1,0,1,1,0,0,1,0,1
Technical Analyst – Data Migration (HRIS Project),73051.0,5001-10000,Hospital,,,$500 million to $1 billion (USD),0,Barwon Health,3.2,VIC,,0,0,1,0,0,0,0,0,0,1
Commercial Analyst,107563.0,Unknown,Company - Public,Food & Beverage Stores,Retail & Wholesale,,0,Liquorland,3.3,VIC,,0,0,1,0,0,0,0,0,0,1
Forensic Data Analyst – Manager,74297.0,>10000,Company - Private,Business Consulting,Management & Consulting,$2 to $5 billion (USD),0,KPMG,3.8,VIC,36.0,1,1,1,1,0,0,0,0,0,0
Business Intelligence Analyst,95933.0,1-50,Company - Private,,,,0,Natural Selection Group,,VIC,,0,1,1,0,1,0,0,0,0,1
Data Science and Analytics Consultant,93274.0,1-50,Company - Private,Computer Hardware Development,Information Technology,,0,Data Science Group,,VIC,7.0,1,1,1,0,0,1,1,1,0,0
Technology Business Analyst,112993.0,201-500,Company - Public,Taxi & Car Services,Transportation & Logistics,$2 to $5 billion (USD),0,Transurban,3.8,VIC,,0,1,0,0,0,0,0,0,0,0
Sales Reporting Analyst,112346.0,>10000,Company - Public,Machinery Manufacturing,Manufacturing,$2 to $5 billion (USD),0,Sealed Air,3.5,VIC,63.0,0,0,1,0,1,0,0,0,1,1
Business Intelligence Analyst,95000.0,>10000,Company - Public,Real Estate,Real Estate,$5 to $10 billion (USD),0,JLL,3.9,VIC,,0,0,1,1,0,0,0,1,1,0
Logistics Finance Analyst,84963.0,>10000,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),0,Kraft Heinz Company,3.5,VIC,8.0,0,0,1,0,0,0,0,0,0,1
Senior Digital Business Analyst,115758.0,>10000,Company - Public,Banking & Lending,Finance,$10+ billion (USD),0,NAB - National Australia Bank,3.8,VIC,,0,0,0,0,0,0,0,0,0,1
Hospital Performance Analyst,98242.0,1001-5000,Company - Public,Healthcare Services & Hospitals,Healthcare,,0,Medibank,3.5,VIC,48.0,0,0,0,1,0,1,0,1,0,1
Reward Analyst,106067.0,1001-5000,Company - Public,Financial Transaction Processing,Finance,,0,Latitude Financial Services,3.2,VIC,8.0,0,0,1,0,0,0,0,0,0,1
Data Analyst,110000.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,0,Charterhouse,4.4,VIC,20.0,1,1,0,0,0,0,0,0,0,0
IT Business Analyst,109545.0,51-200,Company - Public,,,,0,Cann Group Limited,,VIC,,0,0,1,0,0,0,0,0,0,1
People Data Analytics Delivery Lead,121820.0,>10000,Company - Public,Banking & Lending,Finance,$10+ billion (USD),0,ANZ Banking Group,4.1,VIC,188.0,0,0,0,0,0,0,0,0,0,1
Graduate Pricing Analyst,127279.0,>10000,Company - Public,Machinery Manufacturing,Manufacturing,$2 to $5 billion (USD),0,Sealed Air,3.5,VIC,63.0,0,0,0,0,0,0,0,0,1,0
"Compensation Analyst - Pacific, Melbourne",136912.0,>10000,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD),0,Tesla,3.6,VIC,20.0,0,1,1,1,0,0,0,0,0,0
Business Analyst,91232.0,5001-10000,College / University,,,,0,Melbourne Polytechnic,3.2,VIC,,0,0,1,0,0,1,0,1,0,1
Data Analyst,123324.0,1001-5000,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),0,Kinetic IT,3.4,VIC,28.0,0,1,1,0,0,0,0,0,0,1
Senior Data Analyst (VPSG5.2),122087.0,51-200,Government,,,,0,Victorian Legal Services Board and Commissioner,2.3,VIC,,0,0,0,0,0,0,0,1,0,1
Insights Test Analyst,83666.0,51-200,Self-employed,,,,0,Beyond Blue,3.3,VIC,,1,1,1,0,0,0,0,0,0,1
Business Analyst,115538.0,1001-5000,Company - Public,Real Estate,Real Estate,$100 to $500 million (USD),0,REA Group,4.2,VIC,28.0,0,1,1,0,0,0,0,0,0,0
SAP Master Data Analyst,93915.0,501-1000,Company - Private,Food & Beverage Manufacturing,Manufacturing,,0,Bulla Dairy Foods,,VIC,113.0,0,0,1,0,0,0,0,0,0,0
Senior Commercial Performance Analyst,98242.0,1001-5000,Company - Public,Healthcare Services & Hospitals,Healthcare,,0,Medibank,3.5,VIC,48.0,0,1,1,1,0,0,0,0,1,0
Senior Process and Data Analyst,119381.0,501-1000,Company - Public,,,$10+ billion (USD),0,Yarra Valley Water,4.1,VIC,,0,0,0,0,0,0,0,0,0,0
Supply Chain Analyst,83936.0,5001-10000,Company - Public,Construction,"Construction, Repair & Maintenance Services",$25 to $50 million (USD),0,Ventia Pty Limited,3.3,VIC,8.0,0,1,1,1,0,0,0,0,0,1
Business Analyst,108344.0,Unknown,Company - Private,,,,0,WebZeb Solutions,5.0,VIC,,0,1,0,1,0,0,0,0,1,0
National Reliability Analyst,87464.0,5001-10000,Company - Private,Food & Beverage Manufacturing,Manufacturing,$2 to $5 billion (USD),0,GWF,3.6,VIC,65.0,0,0,1,0,0,0,0,0,1,1
Sales Performance Analyst,73007.0,>10000,Company - Private,Healthcare Services & Hospitals,Healthcare,$2 to $5 billion (USD),0,Amplifon Group,3.4,VIC,73.0,0,1,1,0,0,0,0,1,1,1
Senior Data Test Analyst,95910.0,1001-5000,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),0,Australian Unity,3.2,VIC,,1,1,1,0,0,0,0,0,0,0
Business Analyst,95000.0,>10000,Company - Public,Shipping & Trucking,Transportation & Logistics,,0,DSV,3.6,VIC,47.0,0,0,1,0,0,0,0,0,0,0
Support Analyst - Applications,90441.0,>10000,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,NTT,3.8,VIC,71.0,0,1,1,0,1,0,0,0,0,0
Sales Analyst,72409.0,>10000,Company - Public,Metal & Mineral Manufacturing,Manufacturing,,0,BlueScope,3.8,VIC,138.0,0,0,1,0,1,0,0,0,0,1
Consumer Insights Analyst,82957.0,1001-5000,Company - Public,Food & Beverage Manufacturing,Manufacturing,$2 to $5 billion (USD),0,Treasury Wine Estates,3.6,VIC,12.0,0,0,1,0,0,0,0,0,0,1
Business Analyst (Margin & Pricing),85183.0,51-200,Company - Private,Other Retail Shops,Retail & Wholesale,,0,Bellroy,4.5,VIC,,0,1,0,0,0,0,0,1,0,0
Process Business Analyst,115538.0,1001-5000,Company - Public,Real Estate,Real Estate,$100 to $500 million (USD),0,REA Group,4.2,VIC,28.0,0,0,1,0,0,0,0,0,1,0
ESG Reporting & Engagement Analyst,140712.0,1001-5000,Company - Public,Healthcare Services & Hospitals,Healthcare,,0,Medibank,3.5,VIC,48.0,0,0,0,0,0,0,0,0,0,1
Senior Analyst Credit Strategy Monitoring,105854.0,>10000,Company - Public,Banking & Lending,Finance,$10+ billion (USD),0,NAB - National Australia Bank,3.8,VIC,,1,1,0,0,1,0,0,1,0,1
Data Analyst - H2R (Open to Brisbane as well),76030.0,51-200,Company - Public,HR Consulting,Human Resources & Staffing,,0,Ignite Specialist Recruitment Services,3.9,VIC,40.0,0,0,1,0,1,0,0,0,0,1
Application Integration Data Analyst,102225.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,0,Charterhouse,4.4,VIC,20.0,1,1,0,0,1,0,0,0,0,0
Procurement Analyst,117593.0,5001-10000,Company - Public,Construction,"Construction, Repair & Maintenance Services",$25 to $50 million (USD),0,Ventia Pty Limited,3.3,VIC,8.0,0,1,1,0,0,0,0,0,1,1
Data Analyst- Energy Solutions,94472.0,5001-10000,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,Infosys Singapore & Australia,3.8,VIC,42.0,0,0,1,0,0,0,0,0,0,1
Business Analyst,107129.0,51-200,Company - Private,,,,0,Novatti,,VIC,,0,0,1,0,0,0,0,0,1,1
Senior Data Analyst,110000.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,0,Charterhouse,4.4,VIC,20.0,1,1,0,0,0,0,0,0,0,0
Senior Agile Business Analyst,82395.0,501-1000,Government,National Services & Agencies,Government & Public Administration,$10+ billion (USD),0,"Department of Energy, Environment and Climate Action",3.8,VIC,,0,0,0,0,0,0,0,0,0,0
Data Analyst in Melbourne,103078.0,1001-5000,Company - Public,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,WiseTech Global,4.2,VIC,29.0,1,1,0,1,1,0,1,1,1,1
Acknowledge Education - Systems Analyst,77782.0,501-1000,Company - Private,,,,0,UP Education,3.6,VIC,,0,0,1,1,1,0,0,0,0,1
Operational Risk Analyst,89443.0,1001-5000,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),0,Australian Unity,3.2,VIC,,0,0,0,0,0,0,0,0,0,0
Business Systems Analyst,85503.0,51-200,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),0,IQ Group,3.7,VIC,23.0,0,1,1,0,0,0,0,0,0,0
Technical Business Analyst - Implementations,155000.0,1-50,Company - Private,,,,0,Littlepay,,VIC,,0,1,0,0,0,0,0,0,0,1
Manager Data Analytics & Insights,109307.0,1001-5000,Company - Public,Food & Beverage Manufacturing,Manufacturing,$2 to $5 billion (USD),0,Treasury Wine Estates,3.6,VIC,12.0,0,0,1,1,1,0,0,0,0,1
Senior Data Analyst,125000.0,1-50,Company - Public,,,,0,Motion Recruitment,,VIC,,0,1,0,1,0,1,0,1,0,0
Reporting & Process Improvement Analyst,100000.0,Unknown,Company - Private,,,,0,Sharp & Carter,4.7,VIC,,0,0,1,0,1,0,0,0,0,1
Data Analyst -Network Mapping Focus,102225.0,Unknown,Company - Private,HR Consulting,Human Resources & Staffing,,0,Milestone IT,4.3,VIC,,0,0,1,1,0,0,0,0,0,0
Senior Data Governance Analyst,89722.0,501-1000,Company - Private,Investment & Asset Management,Finance,,0,UniSuper,3.4,VIC,23.0,0,0,0,0,0,0,0,0,0,0
IT Business Analyst,60454.0,1001-5000,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,,0,Country Road Group,3.7,VIC,,0,0,1,0,0,0,0,0,0,0
Fraud Risk Analyst,76632.0,Unknown,Company - Public,,,,0,Zeller,3.0,VIC,,0,0,1,0,0,0,0,0,0,0
BI Developer,104295.0,5001-10000,Company - Public,Construction,"Construction, Repair & Maintenance Services",$25 to $50 million (USD),0,Ventia Pty Limited,3.3,VIC,8.0,0,1,0,0,1,0,0,0,0,0
Data Systems Analyst,150000.0,Unknown,Company - Private,,,,0,Carecone Pty. Ltd.,4.0,VIC,,0,1,0,0,0,0,0,0,0,0
"Product Management Analyst, Superannuation",114431.0,>10000,Company - Private,Investment & Asset Management,Finance,,0,Vanguard,3.7,VIC,48.0,0,0,0,0,0,0,0,0,1,1
Business Analyst,115326.0,>10000,Subsidiary or Business Segment,Grocery Stores,Retail & Wholesale,,0,Coles Group,3.6,VIC,109.0,0,0,1,0,0,0,0,0,0,0
SAP Master Data Analyst,86565.0,Unknown,Company - Public,,,,0,Speller International,,VIC,,0,0,0,0,0,0,0,0,0,0
Commercial Analyst | High Growth Environment,135000.0,>10000,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD),0,Robert Half,3.8,VIC,75.0,0,0,1,0,0,0,0,0,1,1
Commercial Analyst - Multinational manufacturing business,145000.0,201-500,Company - Public,HR Consulting,Human Resources & Staffing,$25 to $50 million (USD),0,Ambition Group,3.9,VIC,24.0,0,0,0,0,0,0,0,0,0,1
People & Capability Reporting Analyst - 12 month FTC,113704.0,>10000,Subsidiary or Business Segment,General Merchandise & Superstores,Retail & Wholesale,$5 to $10 billion (USD),0,Kmart,3.4,VIC,124.0,0,0,1,0,0,0,0,0,0,1
Calypso Business Analyst - Remote,107129.0,Unknown,Company - Private,,,,0,Nixil,4.0,VIC,,0,0,0,0,0,0,0,0,0,1
Quantitative Analyst,113595.0,1-50,Company - Private,Investment & Asset Management,Finance,,0,AE Capital,,VIC,11.0,1,0,1,0,0,1,1,0,0,0
Commercial Finance Analyst - Traded Products,94364.0,1001-5000,Contract,,,,0,IXOM,3.4,VIC,,0,0,1,0,1,0,0,0,1,1
Senior Data Analyst,132500.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,0,Technology Recruiting Solutions,,VIC,12.0,1,1,1,1,0,0,0,1,0,1
Senior Technical Business Analyst,130000.0,Unknown,Company - Public,Software Development,Information Technology,,0,Journal Technologies,3.5,VIC,,0,1,1,0,0,0,0,0,0,0
Business Analyst,86025.0,>10000,Company - Private,Shipping & Trucking,Transportation & Logistics,$10+ billion (USD),0,DHL Supply Chain,3.9,VIC,54.0,0,0,1,0,0,0,0,0,0,1
Data Analyst,106.5,Unknown,Company - Private,,,,1,NES Fircroft,4.0,VIC,,0,0,1,0,0,0,0,0,0,1
Senior Pricing Insights and Data Analyst,106377.0,1001-5000,Company - Private,Energy & Utilities,"Energy, Mining, Utilities",$10+ billion (USD),0,Viva Energy,3.8,VIC,9.0,0,0,1,0,1,1,0,1,0,1
Senior Analyst Engineer,105374.0,>10000,Company - Public,Banking & Lending,Finance,$10+ billion (USD),0,NAB - National Australia Bank,3.8,VIC,,0,0,1,0,0,0,0,0,0,0
Senior Data Analyst,82536.0,1001-5000,Government,,,,0,Department of Premier & Cabinet,3.5,VIC,,0,0,0,0,0,0,0,0,1,0
Workforce Analyst,80913.0,Unknown,Company - Public,Food & Beverage Stores,Retail & Wholesale,,0,Liquorland,3.3,VIC,,0,0,0,0,0,0,0,0,0,1
IT Data and Reporting Specialist,126212.0,51-200,Government,,,$100 to $500 million (USD),0,Banyule City Council,4.5,VIC,,0,1,1,0,1,0,0,0,0,1
HR Analyst,75546.0,>10000,Company - Public,Metal & Mineral Manufacturing,Manufacturing,,0,BlueScope,3.8,VIC,138.0,0,0,0,0,1,0,0,0,0,1
Senior Business Analyst,112993.0,201-500,Company - Public,Taxi & Car Services,Transportation & Logistics,$2 to $5 billion (USD),0,Transurban,3.8,VIC,,0,0,1,0,0,0,0,0,0,1
Supply Chain Analyst,81063.0,51-200,Company - Public,,,,0,Asahi Beverages,3.9,VIC,,0,0,1,0,0,0,0,0,0,0
Business Analyst,100000.0,Unknown,Company - Private,,,,0,DFP Recruitment Services,3.5,VIC,,0,0,0,0,0,0,0,0,0,0
Technical Business Analyst,67205.0,201-500,Company - Private,Culture & Entertainment,"Arts, Entertainment & Recreation",,0,Easygo Gaming,4.9,VIC,6.0,0,0,1,0,0,1,0,0,0,0
Business Analyst/Scrum Master,100000.0,,,,,,0,Opasa Pty Ltd,,VIC,,0,1,1,0,0,0,0,0,0,0
Business Analyst,95000.0,>10000,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD),0,Robert Half,3.8,VIC,75.0,0,0,0,0,0,0,0,0,0,1
Fraud Prevention Analyst,103215.0,201-500,Company - Private,Culture & Entertainment,"Arts, Entertainment & Recreation",,0,Easygo Gaming,4.9,VIC,6.0,0,0,0,0,0,1,0,0,0,0
Product Analyst - Public sector,107500.0,501-1000,Company - Private,HR Consulting,Human Resources & Staffing,,0,Hudson Australia,4.0,VIC,38.0,0,1,1,0,0,1,0,0,1,0
CPI Analyst,76877.0,>10000,Subsidiary or Business Segment,Grocery Stores,Retail & Wholesale,,0,Coles Group,3.6,VIC,109.0,0,0,0,0,1,0,0,0,1,0
Master Data Analyst,75000.0,201-500,Company - Private,Shipping & Trucking,Transportation & Logistics,,0,efm,3.3,VIC,23.0,0,0,1,0,0,1,0,0,0,0
Operations Analyst,80000.0,201-500,Company - Private,Security & Protective,Management & Consulting,,0,Michael Page,4.4,VIC,,0,0,1,0,0,0,0,0,1,1
Senior Data Analyst,67082.0,1001-5000,Government,,,$500 million to $1 billion (USD),0,Country Fire Authority,3.0,VIC,,0,0,1,0,0,0,0,0,1,1
Business Analyst,140000.0,201-500,Company - Private,Security & Protective,Management & Consulting,,0,Michael Page,4.4,VIC,,0,1,0,0,0,0,0,0,0,0
Product Analyst,88301.0,>10000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),0,FLEETCOR,3.4,VIC,23.0,0,0,1,0,0,0,0,0,0,1
Business Analyst,120000.0,,,,,,0,COFORGE TECHNOLOGIES AUSTRALIA PTY LIMITED,,VIC,,0,0,0,0,0,0,0,0,0,0
Business Analyst (Finance),106559.0,201-500,Company - Private,Security & Protective,Management & Consulting,,0,Michael Page,4.4,VIC,,0,0,1,1,0,0,0,0,0,1
Data Analyst (Building Services Background),35.0,Unknown,Company - Private,,,,1,Pinpoint Property Recruitment,5.0,VIC,,0,0,1,0,0,0,0,0,0,1
Finance Reporting System Analyst - 9 Month Fixed Term Contract,52215.0,>10000,Subsidiary or Business Segment,General Merchandise & Superstores,Retail & Wholesale,$5 to $10 billion (USD),0,Kmart,3.4,VIC,124.0,0,0,1,0,0,0,0,0,0,1
Business Analyst - Workforce Management,135812.0,51-200,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$100 to $500 million (USD),0,Halcyon Knights,3.6,VIC,16.0,0,0,1,0,0,0,0,0,0,0
Business Intelligence Analyst - 12 Month FTC,95656.0,201-500,Company - Private,Security & Protective,Management & Consulting,,0,Michael Page,4.4,VIC,,0,0,1,0,0,0,0,0,0,1
"Analyst, Portfolio Risk - Investment Management",102470.0,1-50,Company - Private,,,,0,Kaizen Recruitment,2.0,VIC,,0,0,1,0,1,1,0,0,0,1
Software Business Analyst,108344.0,1-50,Company - Private,,,,0,InterprIT,,VIC,,0,0,0,0,0,0,0,0,0,1
Power BI Developer,95000.0,501-1000,Company - Private,,,,0,AI Australia,,VIC,,0,1,0,0,1,0,0,0,0,1
Business and Systems Analyst,66772.0,1001-5000,Company - Public,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,Xero,3.9,VIC,17.0,0,0,0,0,0,0,0,0,0,0
Energy Pricing Analyst,101096.0,51-200,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$5 to $25 million (USD),0,The Green Recruitment Company,4.6,VIC,13.0,0,1,1,1,1,0,0,0,0,1
Senior Data Analyst - Energy Trading,84031.0,51-200,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$5 to $25 million (USD),0,The Green Recruitment Company,4.6,VIC,13.0,0,1,0,1,0,1,0,0,0,0
Business Analyst,108344.0,1-50,Company - Private,,,,0,Strata Results Recruitment,5.0,VIC,,0,0,1,0,0,0,0,0,1,0
Payments Reconciliation & Investigations Analyst,115000.0,51-200,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),0,ROLLER Software,4.8,VIC,13.0,0,0,1,0,0,0,0,0,0,0
Financial Reporting Analyst,84748.0,1-50,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,,0,Talent Street,5.0,VIC,10.0,0,0,1,0,0,0,0,0,1,1
Senior Marketing Data Analyst,179350.0,201-500,Company - Private,HR Consulting,Human Resources & Staffing,$5 to $25 million (USD),0,Salt Recruitment,3.3,VIC,13.0,1,1,0,0,0,0,0,0,0,0
Business Analyst,83666.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,$500 million to $1 billion (USD),0,Peoplebank,4.0,VIC,33.0,0,0,0,0,0,0,0,0,0,0
"Senior Analyst | ESG Reporting, Advisory & Enablement",74673.0,>10000,Company - Private,Accounting & Tax,Finance,$10+ billion (USD),0,Deloitte,4.0,VIC,173.0,0,0,0,0,0,0,0,0,0,1
Business Analyst,120000.0,Unknown,Company - Private,,,,0,The Hassett Group,4.5,VIC,,0,0,1,0,0,0,0,0,1,1
Senior Data Analyst (VPSG5),116550.0,1001-5000,Government,National Services & Agencies,Government & Public Administration,$25 to $50 million (USD),0,Department of Government Services,,VIC,19.0,0,0,0,0,0,0,0,0,1,0
"Senior Business Analyst, Digital",121251.0,501-1000,Non-profit Organisation,Investment & Asset Management,Finance,$10+ billion (USD),0,AustralianSuper,3.7,VIC,17.0,0,0,1,0,0,0,0,0,0,0
Sustainability Reporting Analyst,84748.0,Unknown,Company - Private,,,,0,Sharp & Carter,4.7,VIC,,0,0,0,0,0,0,0,0,0,1
Business Systems Analyst (Oracle HCM),141505.0,501-1000,Non-profit Organisation,Investment & Asset Management,Finance,$10+ billion (USD),0,AustralianSuper,3.7,VIC,17.0,0,0,1,0,0,0,0,0,0,1
IT Business Analyst (Microsoft Dynamics CRM focus),114426.0,51-200,Company - Private,,,,0,MICM Real Estate,,VIC,,0,0,1,0,0,0,0,0,0,0
Energy Analyst - Coles Energy Centre,63639.0,Unknown,Company - Public,,,,0,City FM Australia,3.5,VIC,,0,0,1,0,1,0,0,0,0,1
Marketing Data Analyst - Pharmaceutical,82536.0,Unknown,Company - Private,,,,0,Bell People Consultants,,VIC,,0,0,1,0,0,0,0,0,0,1
Payments Operations Analyst,110000.0,51-200,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),0,ROLLER Software,4.8,VIC,13.0,0,0,1,0,0,0,0,0,0,0
Quantitative Business Analyst - Private Markets,107129.0,Unknown,Company - Public,,,,0,Clarrow,4.2,VIC,,0,0,1,0,0,0,0,0,0,0
IT Business Analyst,120000.0,51-200,Company - Private,Information Technology Support Services,Information Technology,,0,InfoCentric,3.5,VIC,14.0,0,1,1,0,0,0,1,0,1,0
Business Analyst (eCommerce),107129.0,Unknown,Company - Public,,,,0,Speller International,,VIC,,0,0,0,0,0,0,0,0,0,0
Lead Consultant / Digital Business Analyst,137500.0,201-500,Company - Private,Business Consulting,Management & Consulting,,0,DB Results,3.9,VIC,19.0,0,0,0,0,0,0,0,0,1,0
Database Management Analyst,150000.0,,,,,,0,JOBFITTS CONSULTANTS,,VIC,,0,0,0,0,0,0,0,0,0,0
Business Analyst - Collections AgriBusiness (6 month contract),108344.0,Unknown,Company - Public,,,,0,Advance Thinking,3.9,VIC,,0,0,0,0,0,0,0,0,0,1
Pathway Business Analyst,45.0,Unknown,Company - Private,,,,1,Public Sector People,2.3,VIC,,0,1,1,0,0,0,0,0,0,0
Business Improvement Analyst,85000.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,0,Launch Recruitment,4.1,VIC,17.0,0,1,1,0,0,0,0,0,0,1
Senior Analyst - Data & Analytical Services,107778.0,5001-10000,Hospital,Healthcare Services & Hospitals,Healthcare,,0,Alfred Health,3.5,VIC,152.0,0,1,0,0,0,0,0,0,0,1
