job_title,salary,company_size,company_type,company_industry,company_sector,company_revenue,company_name,company_rating,state,python,SQL,excel,tableau,power_bi,math,machine_learning,statistics,presentation,reporting,company_age,senior
Lead Data analytics- Senior Principal,96132.0,5001-10000,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),Infosys Singapore & Australia,3.8,NSW,0,0,0,0,0,0,0,0,0,0,42.0,1
Intelligence Analyst 24/7 - TS/SCI with Poly,93075.0,>10000,Company - Public,Aerospace & Defence,Aerospace & Defence,$10+ billion (USD),Leidos,3.8,NT,0,0,1,0,0,0,0,0,0,0,54.0,0
Works Program Analyst,75473.0,501-1000,Company - Public,,,,Power and Water Corporation,3.6,NT,0,0,1,0,0,0,0,1,0,1,,0
Senior Data Analyst,107630.0,,Non-profit Organisation,"Civic, Welfare & Social Services",Non-profit & NGO,,Central Australian Aboriginal Congress,4.7,NT,0,0,0,0,0,0,0,0,0,1,,1
Finance/Budge Analyst,103107.0,>10000,Company - Private,Aerospace & Defence,Aerospace & Defence,,Amentum,3.4,NT,0,0,1,0,0,0,0,0,0,1,,0
Senior Reporting Analyst,115938.0,>10000,Government,,,,Department of Corporate and Digital Development,4.0,NT,0,0,0,0,1,0,0,0,0,1,,1
Electricity Reform Analyst,73203.0,501-1000,Company - Public,,,,Power and Water Corporation,3.6,NT,1,0,0,0,0,0,0,0,0,0,,0
Financial/Budget Analyst,112250.0,>10000,Company - Private,Aerospace & Defence,Aerospace & Defence,,Amentum,3.4,NT,0,0,1,0,0,0,0,0,0,1,,0
Asset Management Analyst,102578.0,>10000,Company - Private,Aerospace & Defence,Aerospace & Defence,,Amentum,3.4,NT,0,0,0,0,0,0,0,0,0,0,,0
Business Analyst | Contract or Permanent | December / January Start,79342.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),PRA,4.0,NT,0,0,1,0,0,0,0,0,0,0,19.0,0
Senior Analyst | Risk Advisory/Internal Audit | Darwin,73417.0,>10000,Company - Private,Accounting & Tax,Finance,$10+ billion (USD),Deloitte,4.0,NT,0,1,0,1,0,0,0,0,0,0,173.0,1
Business Intelligence Officer,88492.0,>10000,Government,,,,Department of Corporate and Digital Development,4.0,NT,0,1,1,0,1,0,0,0,0,0,,0
Systems Analyst,100115.0,>10000,Government,,,,Department of Corporate and Digital Development,4.0,NT,0,0,0,0,0,0,0,0,0,0,,0
Logistics Support Analyst,90868.0,501-1000,Company - Public,Aerospace & Defence,Aerospace & Defence,$5 to $10 billion (USD),RHEINMETALL AG,3.6,QLD,0,0,1,0,0,0,0,0,0,1,134.0,0
Junior Data Analyst and Administration Support,89722.0,51-200,Company - Public,,,,Lite n’ Easy,3.0,QLD,0,0,1,0,0,0,0,0,0,1,,0
"Risk, Data and Analytics Analyst",77537.0,,Company - Public,Banking & Lending,Finance,,Bank of Queensland,3.3,QLD,1,1,1,0,0,1,0,1,0,1,149.0,0
Business Intelligence Analyst,68583.0,>10000,Company - Public,Wood & Paper Manufacturing,Manufacturing,$2 to $5 billion (USD),JELD-WEN,3.0,QLD,0,1,1,0,1,0,0,0,0,1,63.0,0
Pricing Analyst - Python,79610.0,>10000,Company - Public,Banking & Lending,Finance,$10+ billion (USD),Suncorp Group,3.7,QLD,1,1,0,0,0,0,0,0,0,0,21.0,0
Customer Insights Analyst - Remote,64644.0,>10000,Company - Private,Other Retail Shops,Retail & Wholesale,$2 to $5 billion (USD),Super Retail Group,4.5,QLD,0,1,0,1,0,0,0,0,1,1,,0
Software Consultant (Data Analytics),124429.0,201-500,Company - Public,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),RPMGlobal,3.5,QLD,0,1,0,0,1,0,0,0,1,1,,0
Commercial Analyst,184255.0,1001-5000,Company - Private,,,,Affinity Education Group,3.9,QLD,0,0,1,1,0,0,0,0,0,1,,0
Junior Research & Insights Analyst,69211.0,1001-5000,Company - Public,Broadcast Media,Media & Communication,$500 million to $1 billion (USD),Southern Cross Austereo,4.1,QLD,0,0,1,0,0,0,0,0,1,0,,0
Data Business Analyst - Financial Crime Compliance,117930.0,,Company - Public,Banking & Lending,Finance,,Bank of Queensland,3.3,QLD,0,0,1,0,0,0,0,0,1,1,149.0,0
Business Intelligence Analyst,95937.0,1001-5000,Company - Public,,,,MAX Solutions,3.5,QLD,0,1,1,0,1,0,0,0,0,1,,0
Project Business/Data Analyst,130652.0,501-1000,Company - Private,HR Consulting,Human Resources & Staffing,,Hudson Australia,4.0,QLD,0,0,0,0,0,0,0,1,1,1,38.0,0
Research Analyst,72263.0,,Company - Private,Real Estate,Real Estate,,PRD Nationwide,,QLD,0,0,1,0,1,0,0,0,1,1,,0
Financial Data Analyst,78679.0,,Company - Private,Construction,"Construction, Repair & Maintenance Services",,Ausco Modular,,QLD,0,0,1,0,1,0,0,1,0,0,,0
AML System and Data Analyst,77537.0,,Company - Public,Banking & Lending,Finance,,Bank of Queensland,3.3,QLD,1,1,1,0,1,0,0,0,0,1,149.0,0
Research & Insights Analyst,69211.0,1001-5000,Company - Public,Broadcast Media,Media & Communication,$500 million to $1 billion (USD),Southern Cross Austereo,4.1,QLD,0,0,1,0,0,0,0,0,1,1,,0
"Business Intelligence Analyst, ANZ",129743.0,>10000,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD),Tesla,3.6,QLD,1,1,0,1,0,0,0,0,0,1,20.0,0
Finance Commercial Analyst,114617.0,>10000,Company - Public,Catering & Food Service Contractors,Restaurants & Food Service,$10+ billion (USD),Sodexo,3.6,QLD,0,1,0,0,1,0,0,0,0,1,57.0,0
Data Analyst,91417.0,1-50,,,,$25 to $50 million (USD),Windsor Group,5.0,QLD,1,0,0,1,0,0,0,0,0,0,36.0,0
IT Business Analyst - Data Services Program,72959.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,,Paxus Australia Pty Ltd,4.1,QLD,0,1,0,1,1,0,0,1,0,0,59.0,0
Project - Business Analyst (Fixed Term),73792.0,>10000,Company - Private,Travel Agencies,Hotel & Travel Accommodation,$10+ billion (USD),dnata catering,3.4,QLD,0,0,1,0,0,0,0,0,0,0,,0
Analyst - Regulatory Reporting & Transaction Monitoring,76418.0,,Company - Public,Banking & Lending,Finance,,Bank of Queensland,3.3,QLD,0,0,0,0,0,0,0,0,1,1,149.0,0
Financial Analyst,64074.0,>10000,Company - Public,Preschools & Childcare Services,Education,$500 million to $1 billion (USD),G8 Education,3.0,QLD,0,0,1,0,0,0,0,0,0,1,,0
Senior Business & Data Analyst - Central Pharmacy Future State,137870.0,501-1000,Company - Private,HR Consulting,Human Resources & Staffing,,Hudson Australia,4.0,QLD,0,1,1,0,1,0,0,1,0,0,38.0,1
Workforce Planning Analyst - Contact Centre,77071.0,501-1000,Company - Public,,,,Frizelle Sunshine Automotive,2.7,QLD,0,0,1,0,0,0,0,0,0,0,,0
"APS5/6 Data and Reporting Analyst, Business Analytics, Data and Reporting",90143.0,,,,,,Office of the Australian Information Commissioner,,QLD,0,1,1,0,1,1,0,0,0,1,,0
IT Business Analyst,111860.0,1001-5000,Company - Private,"Department, Clothing & Shoe Stores",Retail & Wholesale,$100 to $500 million (USD),Lorna Jane,3.0,QLD,0,0,1,0,0,0,0,0,0,0,27.0,0
Business Systems Analyst,94739.0,1001-5000,College / University,Colleges & Universities,Education,,University of the Sunshine Coast,3.3,QLD,0,0,1,0,0,0,0,0,0,0,27.0,0
ICT Business Analyst - Leonardo Consulting,110000.0,,Company - Public,,,,Leonardo Consulting,,QLD,0,0,0,0,0,0,0,1,1,0,,0
ICT Business Analyst,95394.0,,Company - Private,Business Consulting,Management & Consulting,,Informed Sources,,QLD,0,0,1,0,0,0,0,0,0,0,,0
Business Intelligence Analyst,100000.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,Exclaim IT Pty Ltd,4.9,QLD,0,1,0,0,1,0,0,0,1,1,15.0,0
Senior AML Systems and Data Analyst,77537.0,,Company - Public,Banking & Lending,Finance,,Bank of Queensland,3.3,QLD,1,1,0,0,1,0,0,0,0,1,149.0,1
HR Data Analyst | Contract,89722.0,,Company - Public,,,,Edison Talent,,QLD,0,0,1,0,0,0,0,0,0,0,,0
Pricing Analyst - Vehicle Expert,79610.0,>10000,Company - Public,Banking & Lending,Finance,$10+ billion (USD),Suncorp Group,3.7,QLD,1,1,0,0,0,0,0,0,0,0,21.0,0
Finance Data Analyst,140000.0,,Company - Private,,,,Lawson Elliott,,QLD,0,0,0,0,0,0,0,0,0,0,,0
Principal Business Analyst - ieMR,130652.0,501-1000,Company - Private,HR Consulting,Human Resources & Staffing,,Hudson Australia,4.0,QLD,0,0,0,0,0,0,0,0,1,0,38.0,0
Pricing Analyst,88282.0,,Company - Public,,,,Edison Talent,,QLD,0,1,1,0,1,0,0,1,0,1,,0
Portfolio Performance Reporting Analyst,107935.0,51-200,Company - Private,,,,u&u Recruitment Partners,4.4,QLD,0,0,1,0,0,0,0,0,0,1,,0
Commercial Analyst,184255.0,,Company - Private,Taxi & Car Services,Transportation & Logistics,,Centurion,2.5,QLD,0,0,1,0,1,0,0,1,0,1,,0
Principal Business Analyst,127297.0,1001-5000,College / University,Colleges & Universities,Education,,Queensland University of Technology,3.9,QLD,0,0,1,0,0,0,0,0,1,0,,0
APS6 Business Analyst,114494.0,5001-10000,Company - Private,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),HAYS,3.6,QLD,0,0,1,0,0,0,0,1,0,1,55.0,0
Business Analyst | Wholesale |Brisbane -Eastern suburbs -Onsite,130000.0,>10000,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD),Robert Half,3.8,QLD,0,1,0,0,0,0,0,0,0,1,75.0,0
APS6 Business Intelligence Analyst,114494.0,1001-5000,Company - Private,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),Chandler Macleod,3.6,QLD,0,0,1,0,0,1,0,1,0,1,64.0,0
Analysts - Risk Assessment and Operating Model and Governance,142543.0,,Company - Public,Banking & Lending,Finance,,Bank of Queensland,3.3,QLD,0,0,0,0,0,0,0,0,1,1,149.0,0
Portfolio Performance Reporting Analyst,107935.0,,Company - Public,,,,Eden Richie Recruitment,5.0,QLD,0,0,1,0,0,0,0,0,0,1,,0
Principal Business and Data Analyst,89722.0,,Company - Public,,,,Eden Richie Recruitment,5.0,QLD,0,1,1,0,1,0,0,0,0,0,,0
Business Analyst (APS 6 Equivalent),114950.0,51-200,Company - Public,,,$25 to $50 million (USD),HOBAN Recruitment,3.4,QLD,0,0,1,0,0,0,0,1,1,1,,0
Graduate Pricing Analyst,88282.0,1-50,Company - Private,,,,OnTalent,4.3,QLD,0,0,1,0,0,1,0,0,0,1,,0
Consultant Data and Analytics,98742.0,5001-10000,Company - Private,Business Consulting,Management & Consulting,$500 million to $1 billion (USD),Aurecon Group,3.9,QLD,0,0,0,0,0,0,0,0,0,0,14.0,0
Principal Research Data Analyst,114037.0,5001-10000,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),The University of Queensland,4.2,QLD,1,0,1,0,0,0,0,0,1,1,,0
Cost Analyst,118835.0,201-500,Company - Private,Wholesale,Retail & Wholesale,,Sunwater Limited,,QLD,0,0,1,0,0,0,0,0,1,0,,0
Risk Analyst,110000.0,5001-10000,Company - Private,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),HAYS,3.6,QLD,0,0,0,0,0,0,0,0,0,0,55.0,0
Senior Business Analyst - Remote,95406.0,>10000,Company - Public,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$5 to $10 billion (USD),WSP Australia,3.7,QLD,0,0,1,0,0,0,0,0,0,0,64.0,1
GIS & Spatial Analyst,81000.0,,Company - Private,,,,NGH Pty Ltd,3.6,QLD,0,0,1,0,0,0,0,0,1,1,,0
IT Business Analyst,72959.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,,Paxus Australia Pty Ltd,4.1,QLD,0,0,1,0,0,0,0,0,0,0,59.0,0
Asset Systems & Data Analyst,113829.0,5001-10000,Company - Private,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),HAYS,3.6,QLD,0,0,1,0,0,0,0,0,0,0,55.0,0
Business Analyst - SQL,94868.0,1-50,Company - Private,,,,ALG,4.3,QLD,0,1,0,0,0,0,0,0,0,1,,0
Business Analyst,73802.0,>10000,Company - Public,Business Consulting,Management & Consulting,$500 million to $1 billion (USD),RPS Group,4.0,QLD,0,0,1,0,0,0,0,0,1,1,53.0,0
Senior Test Analyst - Data,80761.0,,Company - Public,,,,Edison Talent,,QLD,0,1,0,0,1,0,0,0,0,0,,1
Insurance Business Analyst,103500.0,1001-5000,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),Cognizant Technology Solutions,3.8,QLD,0,0,0,0,0,0,0,0,1,0,29.0,0
Senior Research & Insights Analyst,69211.0,1001-5000,Company - Public,Broadcast Media,Media & Communication,$500 million to $1 billion (USD),Southern Cross Austereo,4.1,QLD,0,0,1,0,0,0,0,0,1,0,,1
Property Research Analyst,75000.0,,Company - Private,,,,Trayne Consulting,,QLD,0,0,1,0,0,0,0,0,0,1,,0
Business Analyst,94868.0,,Company - Public,,,,Edison Talent,,QLD,0,0,1,0,0,0,0,0,0,0,,0
Principal Business Analyst,94868.0,201-500,Company - Public,,,,Lime Recruitment,3.8,QLD,0,0,0,0,0,0,0,0,0,0,,0
Business Analyst,133230.0,1001-5000,Company - Public,Information Technology Support Services,Information Technology,$2 to $5 billion (USD),Data#3 Limited,4.3,QLD,0,0,1,0,0,0,0,0,0,1,46.0,0
Business Analyst - eDRMS,94868.0,51-200,Company - Private,,,,u&u Recruitment Partners,4.4,QLD,0,0,0,0,0,0,0,0,0,0,,0
Technical Business Analyst,72959.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,,Paxus Australia Pty Ltd,4.1,QLD,0,1,0,0,1,0,0,0,0,0,59.0,0
Senior Analyst Risk Systems & Reporting,76418.0,,Company - Public,Banking & Lending,Finance,,Bank of Queensland,3.3,QLD,0,0,0,0,0,0,0,0,0,1,149.0,1
National Reliability Analyst,87464.0,5001-10000,Company - Private,Food & Beverage Manufacturing,Manufacturing,$2 to $5 billion (USD),GWF,3.6,QLD,0,0,1,0,0,0,0,0,1,1,65.0,0
Business Analyst - Cloud Modernisation,72959.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,,Paxus Australia Pty Ltd,4.1,QLD,0,0,0,0,0,0,0,0,1,0,59.0,0
Spatial Analyst,111781.0,1001-5000,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),BMT Group,3.7,QLD,0,0,1,0,0,0,0,1,1,0,38.0,0
Production Analyst & Inventory Controller – New Seafood Processing site,87178.0,51-200,Company - Private,,,,KB Seafood Company,,QLD,0,0,0,0,0,0,0,0,0,1,,0
Business Analyst (IT),96221.0,51-200,Company - Private,,,,u&u Recruitment Partners,4.4,QLD,0,0,0,0,0,0,0,0,1,0,,0
Principal Project Business Analyst,94868.0,,Company - Public,,,,Eden Richie Recruitment,5.0,QLD,0,0,0,0,0,0,0,1,1,1,,0
Senior Insights Analyst - Workforce,110000.0,,Company - Public,,,,Kings Resources Pty Ltd,,QLD,0,0,1,0,0,0,0,1,0,1,,1
Business Procurement Analyst,122075.0,1-50,Company - Private,,,,FINDMEA,,QLD,0,0,0,0,0,0,0,0,0,0,,0
BI Manager | Not for profit | Health & Aged Care,155000.0,>10000,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD),Robert Half,3.8,QLD,0,1,1,0,1,0,0,0,0,1,75.0,0
Business Analyst,94868.0,1-50,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,,Talent Street,5.0,QLD,0,0,0,0,0,0,0,0,0,0,10.0,0
Senior Business Intelligence Developer,118062.0,,Company - Private,Energy & Utilities,"Energy, Mining, Utilities",,Queensland Urban Utilities,3.2,QLD,0,1,0,0,1,0,0,0,0,1,,1
Senior Insights Analyst Actuarial,86818.0,501-1000,Government,,,,WorkCover Queensland,,QLD,0,0,0,0,0,1,0,1,0,1,,1
Analyst – IT Governance Risk and Compliance (GRC),94011.0,501-1000,Company - Public,,,,OceanaGold,3.6,QLD,0,0,1,0,0,0,0,0,0,1,,0
Business Procurement Analyst,117132.0,,Company - Public,,,,Eden Richie Recruitment,5.0,QLD,0,0,0,0,0,0,0,1,1,1,,0
Senior Business Analyst x 2,72959.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,,Paxus Australia Pty Ltd,4.1,QLD,0,0,0,0,0,0,0,0,0,0,59.0,1
Senior Business Analyst,135375.0,5001-10000,Company - Private,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),HAYS,3.6,QLD,0,0,0,0,0,0,0,0,0,1,55.0,1
EL1 Senior Business Analyst,156750.0,1001-5000,Company - Private,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),Chandler Macleod,3.6,QLD,0,0,0,0,0,0,0,0,0,0,64.0,1
Principal Business Analyst x 3,94868.0,1-50,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,,Talent Street,5.0,QLD,0,0,0,0,0,0,0,0,0,0,10.0,0
Technical Analyst -Legal Technology/Ediscovery (Law Firm),102500.0,,Company - Private,,,,AFL Recruitment,,QLD,0,1,1,0,0,0,0,0,0,0,,0
Senior Business Analyst and Change Specialist,122670.0,1001-5000,Company - Private,Software Development,Information Technology,$100 to $500 million (USD),MYOB,3.6,QLD,0,0,1,0,0,0,0,0,1,0,30.0,1
Senior Business Analyst,88733.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,Exclaim IT Pty Ltd,4.9,QLD,0,0,0,0,0,0,0,0,0,0,15.0,1
Technical Business Analyst - Cyber Security,94868.0,,Company - Public,,,,Edison Talent,,QLD,0,0,0,0,0,0,0,0,0,0,,0
Business Analyst - Infrastructure/ Cloud,81563.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,$500 million to $1 billion (USD),Peoplebank,4.0,QLD,0,0,1,0,0,0,0,0,0,0,33.0,0
Clinical Business Analyst,94868.0,,Company - Public,,,,Eden Richie Recruitment,5.0,QLD,0,0,0,0,0,0,0,0,0,0,,0
Senior Financial Analyst,96933.0,1001-5000,Company - Private,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),Chandler Macleod,3.6,QLD,0,0,1,0,1,0,0,0,0,1,64.0,1
Senior Business Analyst,72959.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,,Paxus Australia Pty Ltd,4.1,QLD,0,0,0,0,0,0,0,0,0,1,59.0,1
Senior Business Analyst (IT),96221.0,51-200,Company - Private,,,,u&u Recruitment Partners,4.4,QLD,0,0,0,0,0,0,0,0,0,1,,1
Regulatory Strategy Manager - Energy Trading & Risk Analysis,139642.0,,Company - Public,,,,D'Arcy Weil,,QLD,0,0,1,0,0,0,0,0,0,0,,0
Data Analyst,93100.0,501-1000,Company - Private,HR Consulting,Human Resources & Staffing,,Hudson Australia,4.0,SA,0,0,1,0,0,0,0,0,0,1,38.0,0
Master Data Analyst,61795.0,,Company - Private,Wholesale,Retail & Wholesale,,Stratco,3.8,SA,0,0,1,0,0,0,0,0,0,1,75.0,0
APS6 Business Analyst - Adelaide CBD,114494.0,1001-5000,Company - Private,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),Chandler Macleod,3.6,SA,0,0,1,0,0,1,0,1,0,1,64.0,0
Data61 Business Analyst,106500.0,5001-10000,Government,National Services & Agencies,Government & Public Administration,$500 million to $1 billion (USD),CSIRO,4.1,SA,0,0,1,1,0,0,0,0,0,1,97.0,0
BUSINESS INTELLIGENCE ANALYST,115137.0,1001-5000,Government,,,,SA Government -DEPARTMENT FOR INFRASTRUCTURE AND TRANSPORT,,SA,0,0,0,0,0,0,0,0,0,1,,0
Business Intelligence Analyst,122961.0,501-1000,Company - Private,Hotels & Resorts,Hotel & Travel Accommodation,,Discovery Parks,3.2,SA,0,1,1,0,1,0,0,1,1,1,,0
Business Analyst - Continuous Improvement,92883.0,1001-5000,Subsidiary or Business Segment,Investment & Asset Management,Finance,$2 to $5 billion (USD),Westpac,3.5,SA,0,0,1,0,0,0,0,0,0,0,,0
Business Intelligence Analyst,89086.0,1001-5000,Company - Public,Advertising & Public Relations,Media & Communication,$2 to $5 billion (USD),Elders,4.0,SA,0,0,0,0,0,0,0,0,0,0,,0
Research Analyst,80701.0,501-1000,Hospital,,,$25 to $50 million (USD),ECH,4.5,QLD,0,0,0,0,0,0,0,0,0,1,59.0,0
"APS5/6 Data and Reporting Analyst, Business Analytics, Data and Reporting",90143.0,,,,,,Office of the Australian Information Commissioner,,SA,0,1,1,0,1,1,0,0,0,1,,0
APS6 Business Analyst,114494.0,,Company - Private,,,,DFP Recruitment Services,3.5,SA,0,0,1,0,0,0,0,1,0,1,,0
Library Resource Analyst,63587.0,1001-5000,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),The University of Adelaide,3.9,SA,0,0,1,0,1,0,0,1,0,0,,0
Program Finance Analyst - AIR6500 Program,95475.0,>10000,Company - Public,Aerospace & Defence,Aerospace & Defence,$10+ billion (USD),Lockheed Martin Australia,4.1,SA,0,0,1,0,0,0,0,0,0,1,28.0,0
Financial Analyst,91104.0,1-50,Company - Private,,,,G'day Group,,SA,0,0,1,0,0,0,0,0,0,0,,0
Senior Data Analyst,83479.0,1001-5000,Company - Private,Shipping & Trucking,Transportation & Logistics,$500 million to $1 billion (USD),ASC Pty Ltd,4.0,SA,0,0,1,0,0,1,1,1,0,1,,1
"​Business Analyst , EL1, Australian Radioactive Waste Agency",80757.0,1001-5000,Government,National Services & Agencies,Government & Public Administration,,"Department of Industry, Science, Energy & Resources",4.0,SA,0,0,0,0,0,0,0,0,1,1,,0
Business Intelligence / Reports Developer,102996.0,,Company - Private,,,,Charter Bridge Consulting,,SA,0,0,0,0,0,0,0,0,0,0,,0
Data & Analytics Manager,83479.0,1001-5000,Company - Private,Shipping & Trucking,Transportation & Logistics,$500 million to $1 billion (USD),ASC Pty Ltd,4.0,SA,0,0,1,0,0,0,1,0,0,1,,0
Business Analyst,77383.0,501-1000,Company - Private,Wholesale,Retail & Wholesale,$500 million to $1 billion (USD),Accolade Wines,3.4,SA,0,0,1,0,0,0,0,0,0,1,,0
Senior Business Analyst,103923.0,>10000,Company - Public,Banking & Lending,Finance,$10+ billion (USD),Westpac Group,3.7,SA,0,0,0,0,0,0,0,0,0,1,206.0,1
Business Analyst AS05,86450.0,51-200,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$100 to $500 million (USD),Halcyon Knights,3.6,SA,0,0,1,0,0,0,0,0,0,0,16.0,0
Data Analytics & Visualization Teaching Assistant - University of Adelaide,55100.0,51-200,Non-profit Organisation,Colleges & Universities,Education,$25 to $50 million (USD),edX Boot Camps,4.0,SA,1,1,0,1,0,0,1,0,0,0,11.0,0
National Reliability Analyst,81462.0,5001-10000,Company - Private,Food & Beverage Manufacturing,Manufacturing,$2 to $5 billion (USD),GWF,3.6,SA,0,0,1,0,0,0,0,0,1,1,65.0,0
Senior Energy Market Analyst (Support),90000.0,201-500,Company - Private,Energy & Utilities,"Energy, Mining, Utilities",,Energy Exemplar,4.4,SA,0,0,1,0,0,1,0,0,1,0,24.0,1
Business Intelligence Lead,127418.0,1-50,Company - Private,Enterprise Software & Network Solutions,Information Technology,,Sensei Project Solutions,,SA,0,1,1,0,1,0,0,0,0,1,14.0,0
Senior Business/Systems Analyst,137500.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,,Paxus Australia Pty Ltd,4.1,SA,0,0,1,0,0,0,0,0,0,0,59.0,1
Data Analytics & Visualization Instructor - University of Adelaide,84531.0,51-200,Non-profit Organisation,Colleges & Universities,Education,$25 to $50 million (USD),edX Boot Camps,4.0,SA,1,1,0,1,0,0,1,0,0,0,11.0,0
Data Analyst,86807.0,,Government,National Services & Agencies,Government & Public Administration,,Australian Government,4.1,VIC,0,0,0,0,0,0,0,0,0,0,,0
Management Trainee Program - Data & Analytics Stream (2024),102201.0,>10000,Company - Public,Consumer Product Manufacturing,Manufacturing,$2 to $5 billion (USD),L'Oreal,3.5,VIC,0,0,0,0,0,0,0,0,0,0,114.0,0
Data Analyst,91652.0,1001-5000,Non-profit Organisation,"Civic, Welfare & Social Services",Non-profit & NGO,,EACH,3.6,QLD,0,1,1,0,1,0,0,0,0,1,49.0,0
Commercial Performance Analyst,98242.0,1001-5000,Company - Public,Healthcare Services & Hospitals,Healthcare,,Medibank,3.5,VIC,0,1,1,1,0,0,0,0,0,0,48.0,0
Data & Insights Analyst,78943.0,1001-5000,Company - Public,Real Estate,Real Estate,$100 to $500 million (USD),REA Group,4.2,VIC,1,0,1,1,0,0,0,1,1,1,28.0,0
Vehicle Data Analyst,83713.0,501-1000,Company - Public,Internet & Web Services,Information Technology,$100 to $500 million (USD),carsales,4.4,VIC,1,1,1,1,0,0,0,1,0,1,26.0,0
Data Analyst,129678.0,201-500,Company - Private,Travel Agencies,Hotel & Travel Accommodation,$100 to $500 million (USD),Luxury Escapes,4.1,VIC,1,1,1,1,0,1,0,1,1,1,10.0,0
Data Analyst,84031.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,$500 million to $1 billion (USD),Peoplebank,4.0,VIC,1,1,1,0,0,0,1,0,0,0,33.0,0
Graduate Performance Analyst,76000.0,,Company - Public,,,,Manningham City Council,,VIC,0,0,1,0,1,0,0,0,0,1,,0
Business Analyst,117132.0,>10000,Company - Public,Banking & Lending,Finance,$10+ billion (USD),ANZ Banking Group,4.1,VIC,0,0,1,0,0,0,0,0,0,0,188.0,0
Data and Reporting Analyst,84748.0,,Company - Public,,,,City FM Australia,3.5,VIC,0,0,1,0,1,0,0,1,0,1,,0
Business Analyst,102500.0,,,,,,Your HR Team,,VIC,0,0,0,0,0,0,0,0,0,1,,0
Data and Business Analyst,102989.0,5001-10000,College / University,,,,Melbourne Polytechnic,3.2,VIC,1,1,1,0,1,1,0,1,0,1,,0
Marketing Data Analyst,83713.0,501-1000,Company - Public,Internet & Web Services,Information Technology,$100 to $500 million (USD),carsales,4.4,VIC,0,1,0,1,1,0,0,0,0,1,26.0,0
Agile Business Analyst,115758.0,>10000,Company - Public,Banking & Lending,Finance,$10+ billion (USD),NAB - National Australia Bank,3.8,VIC,0,0,0,0,0,0,0,0,0,1,,0
Business Analyst,67500.0,,,,,,BSS Insight Pty Ltd,,VIC,0,0,0,0,0,0,0,0,0,0,,0
Data Technical Analyst,124199.0,1001-5000,Company - Public,Investment & Asset Management,Finance,$500 million to $1 billion (USD),Link Group,3.3,VIC,0,1,1,0,0,0,0,0,1,0,18.0,0
Data Analyst,102225.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,Sirius People,3.7,VIC,0,1,1,1,1,1,0,0,0,0,20.0,0
Sustainability Analyst,105042.0,>10000,Government,National Services & Agencies,Government & Public Administration,$5 to $10 billion (USD),Australia Post,3.4,VIC,0,1,1,0,1,0,0,0,1,1,214.0,0
Senior Data Analyst - ANZ Plus,121820.0,>10000,Company - Public,Banking & Lending,Finance,$10+ billion (USD),ANZ Banking Group,4.1,VIC,1,1,0,0,0,0,0,0,0,0,188.0,1
Data Analyst,86565.0,201-500,Company - Private,,,,Pyramid Global Technologies,5.0,VIC,0,1,0,1,1,0,0,0,1,1,,0
Senior Data Analyst,104739.0,501-1000,Government,,,$100 to $500 million (USD),Department of Treasury & Finance,4.0,VIC,0,1,1,1,0,0,0,1,0,1,,1
Business Analyst,108131.0,201-500,Company - Private,Healthcare Services & Hospitals,Healthcare,,Homage Care,2.4,VIC,0,0,0,1,0,0,0,0,0,1,6.0,0
