job_title,salary,company_size,company_type,company_industry,company_sector,company_revenue,company_name,company_rating,state,python,SQL,excel,tableau,power_bi,math,machine_learning,statistics,presentation,reporting,company_age,senior
Senior Data Analyst - Marketing,101464.0,,Company - Public,,,,Coach4expats,,NSW,1,1,1,1,0,1,0,1,1,1,,1
Senior Business Analyst,115146.0,1001-5000,Company - Public,Investment & Asset Management,Finance,$500 million to $1 billion (USD),IOOF Holdings,3.3,NSW,0,0,1,0,0,0,0,0,0,0,177.0,1
Insights Analyst,83457.0,>10000,Company - Private,Security & Protective,Management & Consulting,$2 to $5 billion (USD),Risk,2.5,NSW,1,1,1,1,0,1,0,1,1,1,27.0,0
Business Analyst,109564.0,1001-5000,Company - Public,Investment & Asset Management,Finance,$500 million to $1 billion (USD),Link Group,3.3,NSW,0,0,1,0,0,0,0,0,1,0,18.0,0
Senior Data Analyst,145000.0,201-500,Company - Private,HR Consulting,Human Resources & Staffing,$5 to $25 million (USD),Salt Recruitment,3.3,NSW,1,0,1,1,1,0,0,0,0,1,13.0,1
APS 6 Level Business Intelligence Analyst,114950.0,51-200,Company - Public,,,$25 to $50 million (USD),HOBAN Recruitment,3.4,NSW,0,0,1,0,0,0,0,1,0,1,,0
"IT Analyst, Strategy & Architecture",119717.0,201-500,Company - Public,Real Estate,Real Estate,,Dexus,3.4,NSW,0,0,1,0,0,0,0,0,0,0,39.0,0
Master Data Analyst,79034.0,501-1000,Company - Private,,,,Ampcontrol,3.5,NSW,0,0,1,0,0,0,0,0,0,0,,0
Junior Sales Insights Analyst,69703.0,>10000,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),FERRERO,3.4,NSW,0,0,1,0,1,0,0,0,0,1,77.0,0
Business Intelligence Analyst (Qlick),97980.0,501-1000,Company - Private,,,,AI Australia,,NSW,0,1,0,0,0,0,0,0,0,1,,0
Business Intelligence & Integrations Analyst,100995.0,1001-5000,Non-profit Organisation,Grantmaking & Charitable Foundations,Non-profit & NGO,$100 to $500 million (USD),HammondCare,3.6,NSW,0,1,0,0,1,0,0,0,0,1,91.0,0
Senior Data Analyst,86603.0,>10000,Company - Public,Insurance Carriers,Insurance,,QBE,3.8,NSW,1,0,1,0,0,0,0,0,0,1,137.0,1
Technical Business Analyst,121820.0,>10000,Company - Public,Grocery Stores,Retail & Wholesale,$10+ billion (USD),WooliesX,3.7,NSW,0,0,1,0,0,0,0,0,1,0,99.0,0
Technical Business Analyst,106066.0,51-200,Company - Private,,,,nib NZ,2.4,NSW,0,1,1,0,0,0,0,0,0,1,,0
Configuration Analyst,103414.0,1001-5000,Company - Public,Investment & Asset Management,Finance,$500 million to $1 billion (USD),Link Group,3.3,NSW,0,1,1,0,0,0,0,0,0,0,18.0,0
Business Analyst - Global Asset Management Distribution,134164.0,501-1000,Company - Public,Investment & Asset Management,Finance,$100 to $500 million (USD),Perpetual Limited,3.7,NSW,0,0,1,0,1,0,0,0,1,1,137.0,0
Technical Business Analyst,119682.0,1001-5000,Company - Public,Insurance Carriers,Insurance,,nib health funds,4.2,NSW,0,1,1,0,0,0,0,0,0,1,71.0,0
Service Integrity Analyst,91258.0,>10000,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),Nielsen,3.6,NSW,1,1,1,1,0,0,0,1,0,0,100.0,0
Finance Analyst - Transactions & Reporting,111166.0,201-500,Company - Public,Real Estate,Real Estate,,Dexus,3.4,NSW,0,0,0,0,0,0,0,0,0,1,39.0,0
Marketing Analyst,76683.0,51-200,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),Sparro,,NSW,1,1,1,1,1,0,0,0,0,1,10.0,0
Senior Data Analyst,153750.0,51-200,Company - Private,Advertising & Public Relations,Media & Communication,,Rokt,3.7,NSW,1,1,0,1,0,0,1,1,0,1,11.0,1
Business Analyst (ITIL witn Baseline),97668.0,201-500,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),FinXL,4.0,NSW,0,0,0,0,0,0,0,0,0,1,20.0,0
"VP, Data Analytics",111826.0,501-1000,Company - Private,Enterprise Software & Network Solutions,Information Technology,,SafetyCulture,3.8,NSW,0,0,1,0,0,0,0,0,0,0,19.0,0
Senior Data Analyst,148245.0,1001-5000,Company - Public,Mining & Metals,"Energy, Mining, Utilities",,Evolution Mining,3.6,NSW,0,0,0,0,1,0,0,0,0,1,12.0,1
Marketing Analyst FP&A,133158.0,201-500,Company - Public,Financial Transaction Processing,Finance,$25 to $50 million (USD),OFX,4.2,NSW,0,1,1,1,0,1,0,1,0,1,25.0,0
Senior Cost Benefit Analysis (CBA) Analyst,127022.0,501-1000,Government,National Services & Agencies,Government & Public Administration,,NSW Government -Department of Education,4.1,NSW,0,0,0,0,0,0,0,0,0,1,,1
Senior Business Analyst - Fixed Term contract till 30/06/2025,156737.0,501-1000,Government,National Services & Agencies,Government & Public Administration,,Transport For NSW,4.1,NSW,0,0,0,0,0,0,0,0,0,0,,1
Financial Analyst,70000.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,$5 to $25 million (USD),11 Recruitment Parent,4.8,NSW,0,0,1,0,0,0,0,0,1,1,,0
Procurement Analyst,113605.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,Sirius People,3.7,NSW,0,1,1,0,1,0,0,0,1,1,20.0,0
"Multiple roles - Business Analyst - Data ,Digital",178000.0,,Company - Private,,,,HiTech Personnel,3.2,NSW,0,0,0,0,0,0,0,0,0,0,,0
Project Analyst - Business Transformation,138400.0,1001-5000,Company - Private,Grocery Stores,Retail & Wholesale,,ALDI Stores,3.5,NSW,0,1,1,1,1,0,0,0,0,1,24.0,0
Data Analytics Admin Engineer,92195.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),Macquarie Group Limited,4.0,NSW,0,0,0,0,1,0,0,0,0,0,54.0,0
Senior Business Analyst,106066.0,1-50,Company - Private,,,,Austroads,,NSW,0,1,1,0,0,0,0,0,0,0,,1
Technical Analyst - SQL Developer,109772.0,1001-5000,Company - Public,Investment & Asset Management,Finance,$500 million to $1 billion (USD),Link Group,3.3,NSW,0,1,1,0,0,0,0,0,0,1,18.0,0
Senior Data Analyst - Risk and Controls,100995.0,>10000,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD),Commonwealth Bank,3.9,NSW,0,1,1,1,0,0,0,0,0,1,112.0,1
"Data Analytics Engineer - Python, JavaScript, ML, Docker",134164.0,>10000,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD),Commonwealth Bank,3.9,NSW,1,1,0,0,0,0,0,0,0,0,112.0,0
Senior Data Management Analyst | Group Treasury,185257.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),Macquarie Group Limited,4.0,NSW,0,0,1,0,0,0,0,0,0,1,54.0,1
Business Analyst,96695.0,,,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",,ION,3.5,NSW,0,0,1,0,0,0,0,0,1,0,,0
Senior Insights Analyst (12-month fixed term),93808.0,>10000,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),Visa,4.1,NSW,1,1,1,0,0,0,0,0,0,0,65.0,1
Lead Business Analyst,144649.0,>10000,Company - Private,Information Technology Support Services,Information Technology,$2 to $5 billion (USD),Virtusa,3.7,NSW,0,1,1,1,1,0,0,0,0,0,27.0,0
Pricing Analyst,80000.0,51-200,Company - Private,,,,Bluefin Resources,4.0,NSW,1,1,0,0,0,0,0,0,0,1,,0
Data Analytics Consultant,96437.0,1-50,Company - Private,,,,Talent Web,4.6,NSW,0,0,0,0,0,0,0,0,0,0,,0
Data Analyst,130000.0,1-50,Company - Private,Information Technology Support Services,Information Technology,,Zone IT Solutions,4.4,NSW,0,1,0,0,0,0,0,0,0,0,11.0,0
Data Analytics Project Manager,126541.0,,Company - Private,,,,CareCone Australia,4.0,NSW,0,1,0,0,0,0,0,0,0,1,,0
Senior Data Analyst,123238.0,51-200,Company - Private,Software Development,Information Technology,,Big Red Group,2.2,NSW,1,1,0,0,1,0,0,1,0,1,6.0,1
BI Reporting Developer,115152.0,51-200,Company - Private,,,,The Law Society of NSW,3.1,NSW,0,1,0,0,1,1,0,1,0,1,,0
Business Analyst,106066.0,51-200,Company - Private,,,,TEG,,NSW,0,0,1,0,0,0,0,0,1,1,,0
Business Analyst (Finance),67521.0,>10000,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),McDonalds Australia,3.5,NSW,0,0,1,0,0,0,0,0,0,1,68.0,0
Data Analyst,101464.0,1-50,Company - Private,,,,Uncommon People,,NSW,1,1,0,0,0,1,0,1,0,1,,0
Technical Business Analyst (BA) Data Warehouse-Data Engineering,130000.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,Less than $1 million (USD),Scale Up Recruitment,3.5,NSW,0,0,0,0,0,0,0,0,0,0,3.0,0
"Spatial Data Analysts [SQL, ETL, Python]",104022.0,1-50,Company - Private,,,,Ever Better Recruitment (EBR),2.1,NSW,1,1,0,0,0,0,0,0,0,0,,0
BA - Data Analytics (Contract),125000.0,1-50,Company - Private,Business Consulting,Management & Consulting,Less than $1 million (USD),Avenir Consulting,4.2,NSW,1,1,1,1,1,0,0,0,0,0,,0
Full-time Developer Programmer in FinTech Data Analytics/Visualization,100000.0,,,,,,Sigma Trading Management Pty Ltd,,NSW,0,1,0,0,0,0,0,0,0,1,,0
"Senior Analyst, Data Delivery and Reporting",98869.0,5001-10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),AMP Limited,3.1,NSW,0,0,0,0,0,0,0,0,0,1,174.0,1
Fund Analyst,95000.0,,Company - Private,,,,Intuitive Recruitment,5.0,NSW,0,0,1,0,0,0,0,0,1,1,,0
Senior Data Analyst: Investment Data Management (IDM) - Remote,103235.0,,Company - Private,,,,Nixil,4.0,NSW,0,0,1,0,0,1,0,0,0,0,,1
Engineering Data Administrator and Reporting Specialist,88680.0,1001-5000,Company - Private,Food & Beverage Manufacturing,Manufacturing,$2 to $5 billion (USD),Lion Pty Ltd,3.7,NSW,0,0,1,0,0,0,0,0,0,1,,0
Client Implementation Analyst,87561.0,>10000,Company - Public,Business Consulting,Management & Consulting,$2 to $5 billion (USD),Equifax,3.5,NSW,0,0,1,0,0,0,0,0,0,0,124.0,0
Senior Energy Pricing Analyst,107345.0,501-1000,Company - Private,Energy & Utilities,"Energy, Mining, Utilities",,Alinta Energy,3.5,NSW,1,1,1,1,1,1,0,1,1,1,28.0,1
Senior Business Analyst - Consulting Group,150000.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,Richard Lloyd,5.0,NSW,0,0,0,1,1,0,0,0,0,1,15.0,1
ICT Business Analyst,95000.0,1-50,Company - Private,,,,Job Capital,4.4,NSW,0,0,0,0,0,0,1,1,0,0,,0
Quantitative Analyst | Commodities and Global Markets,119718.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),Macquarie Group Limited,4.0,NSW,1,0,0,0,0,1,0,0,0,0,54.0,0
Digital Business Analyst // FMCG //...,120000.0,201-500,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$500 million to $1 billion (USD),Talent International,4.3,NSW,0,0,1,0,0,0,0,0,0,0,28.0,0
Sales Analyst,80901.0,,Company - Public,,,,Carrera,,NSW,0,0,1,0,1,0,0,0,1,1,,0
Technical Business Analyst,67521.0,>10000,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),McDonalds Australia,3.5,NSW,0,1,0,1,0,0,0,0,0,0,68.0,0
Business Intelligence Manager,166925.0,>10000,Company - Public,Banking & Lending,Finance,$10+ billion (USD),Westpac Group,3.7,NSW,0,1,0,1,1,0,0,0,1,1,206.0,0
BA - Data Analytics Insurance & Funds Management (Contract),120934.0,1-50,Company - Private,Business Consulting,Management & Consulting,Less than $1 million (USD),Avenir Consulting,4.2,NSW,0,1,1,1,1,0,0,0,0,1,,0
Business Analyst,102701.0,,Company - Public,,,,MACS Technologies,,NSW,0,0,1,0,0,0,0,0,0,0,,0
Macro Space Analyst,98869.0,>10000,Company - Public,Grocery Stores,Retail & Wholesale,$10+ billion (USD),Woolworths,3.7,NSW,0,1,0,0,0,0,0,0,0,0,99.0,0
Technical Business Analyst,144649.0,>10000,Company - Private,Information Technology Support Services,Information Technology,$2 to $5 billion (USD),Virtusa,3.7,NSW,0,0,1,0,0,0,0,0,0,1,27.0,0
Supply Chain Analyst / Data Analyst,90000.0,201-500,Company - Private,Security & Protective,Management & Consulting,,Michael Page,4.4,NSW,0,1,1,0,1,0,0,0,0,1,,0
Data Analytics Senior Consultant,81397.0,>10000,Company - Private,Business Consulting,Management & Consulting,$2 to $5 billion (USD),KPMG,3.8,NSW,0,0,1,0,1,0,0,0,0,1,36.0,1
IT Business Analyst,130000.0,51-200,Company - Private,Information Technology Support Services,Information Technology,,InfoCentric,3.5,NSW,0,1,1,0,0,0,1,0,1,0,14.0,0
Senior Data Analyst/Scientist,103235.0,1-50,College / University,,,,International Institute of Data & Analytics,,NSW,1,1,1,0,0,1,1,1,1,0,,1
Procurement Analyst,90028.0,1001-5000,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$2 to $5 billion (USD),TPG Telecom,4.0,NSW,0,0,1,0,0,0,0,0,0,1,3.0,0
"Sr Analyst, Investment Management (CBRE IM)",111041.0,>10000,Company - Public,Real Estate,Real Estate,,CBRE,4.0,NSW,0,0,1,0,0,0,0,0,0,1,117.0,0
ICT Business Analyst,80000.0,,,,,,Ayers Management,,NSW,0,0,0,0,0,0,0,0,0,0,,0
Senior Reporting Analyst,96747.0,5001-10000,Company - Private,,,$2 to $5 billion (USD),Pacific National,3.5,NSW,0,0,1,0,0,0,0,0,1,1,,1
Senior Associate Business Analyst,114018.0,>10000,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD),Commonwealth Bank,3.9,NSW,0,0,0,0,0,0,0,0,0,0,112.0,1
Business Analyst,102701.0,1-50,Company - Private,,,,Information Technology & Engineering Consultants,,NSW,0,0,1,0,0,1,0,1,0,0,,0
Snr Governance Risk & Compliance Analyst,127021.0,501-1000,Government,National Services & Agencies,Government & Public Administration,,NSW Government -Legal & Governance,4.1,NSW,0,0,0,0,0,0,0,0,0,0,,0
Governance Research Analyst (Open to New Graduates),75674.0,1001-5000,,Research & Development,Management & Consulting,$25 to $50 million (USD),Institutional Shareholder Services,3.4,NSW,0,0,1,0,0,0,0,0,0,0,38.0,0
Senior Data Analyst,127703.0,1001-5000,Government,National Services & Agencies,Government & Public Administration,,Nepean Blue Mountains Local Health District,3.6,NSW,1,1,0,0,0,0,0,0,0,1,,1
Solutions Consultant / Technical Analyst (APAC),81394.0,51-200,Company - Public,,,,Prophecy International,4.5,NSW,0,0,1,0,0,0,0,0,0,1,,0
Fraud Analyst,68739.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,,Polyglot Group,4.1,NSW,0,0,1,0,0,0,0,0,0,0,28.0,0
D6 - Business Analyst - NSW,102701.0,1-50,Private Practice / Firm,,,,D6,,NSW,0,0,1,0,0,0,0,0,0,0,,0
Business Analyst | Financial Risk Projects,108167.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),Macquarie Group Limited,4.0,NSW,0,0,0,0,0,0,0,0,0,1,54.0,0
Senior Technical Business Analyst | Data,108167.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),Macquarie Group Limited,4.0,NSW,0,0,0,0,0,0,0,0,0,1,54.0,1
Senior Technical Data Analyst,150725.0,501-1000,Government,National Services & Agencies,Government & Public Administration,,NSW Government -Local Land Services,4.1,NSW,1,1,0,0,0,0,0,0,0,1,,1
"Finance Analyst, Financial Planning & Analysis (Expression of Interest)",84587.0,>10000,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD),Commonwealth Bank,3.9,NSW,0,1,1,0,0,0,0,0,0,1,112.0,0
HR System Analyst,102740.0,1-50,Company - Public,,,,Green by Nature,4.0,NSW,0,0,1,1,0,0,0,1,0,1,,0
"Supply Chain Finance Analyst, Australia",94130.0,5001-10000,Company - Private,Food & Beverage Manufacturing,Manufacturing,,Bacardi,4.1,NSW,0,0,1,0,0,0,0,0,0,1,161.0,0
Analyst - Global Mobility Tax,69895.0,>10000,Company - Private,Accounting & Tax,Finance,$10+ billion (USD),Deloitte,4.0,NSW,0,0,1,0,0,0,0,0,0,0,173.0,0
Business Analyst - Group Financial Planning & Analysis,107331.0,51-200,Company - Private,,,,Finance & Property,3.5,NSW,0,0,1,0,0,0,0,0,1,1,,0
Campaign Analyst,76223.0,1001-5000,Company - Private,Broadcast Media,Media & Communication,,SBS,3.9,NSW,1,1,0,1,0,0,1,0,0,1,48.0,0
Research Analyst,140840.0,>10000,Company - Public,Banking & Lending,Finance,$10+ billion (USD),Deutsche Bank,3.9,NSW,0,0,1,0,0,1,0,0,1,0,153.0,0
Supply Chain Analyst,83027.0,,Company - Private,,,,BMG Outsourcing,3.8,NSW,0,0,1,0,0,0,0,0,0,1,,0
"Analyst, Finance (Japanese-speaker)",105342.0,>10000,Company - Public,Banking & Lending,Finance,$10+ billion (USD),"MUFG Bank, Ltd., Australia",3.6,NSW,0,0,1,0,0,0,0,0,0,1,159.0,0
ICT Business & System Analyst | Global IT consulting organisation | BI,102500.0,51-200,Company - Private,Enterprise Software & Network Solutions,Information Technology,,Billigence Pty Ltd,4.1,NSW,0,0,1,1,0,0,1,0,0,1,,0
Senior Analyst Model Risk,94868.0,>10000,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD),Commonwealth Bank,3.9,NSW,1,1,1,1,0,0,0,0,0,1,112.0,1
Project Coordinator / Junior Business Analyst - Equity Markets Fintech,102701.0,1-50,Company - Private,,,,Anton Murray Consulting,4.7,NSW,0,0,1,0,0,0,0,0,0,0,,0
Security & Risk Analyst,100993.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,Sirius People,3.7,NSW,0,0,0,0,0,0,0,0,0,0,20.0,0
Spatial Data Analyst,104022.0,1-50,Company - Private,,,,Ever Better Recruitment (EBR),2.1,NSW,0,0,0,0,0,0,0,1,0,0,,0
Financial Operations Analyst,74850.0,51-200,,,,,TMGM,3.2,NSW,0,0,1,0,0,0,0,0,1,1,,0
"Manager, Data Analysis Reporting and Evaluation",144928.0,1001-5000,Government,National Services & Agencies,Government & Public Administration,,Ministry of Health,3.6,NSW,0,0,1,0,0,0,0,0,0,1,,0
Senior Pricing Analyst,121639.0,>10000,Company - Public,Insurance Carriers,Insurance,,QBE Insurance,3.8,NSW,0,0,1,0,0,0,1,1,0,0,137.0,1
Product Data Scientist - TikTok Data Analysis - Australia,140135.0,>10000,Company - Private,Internet & Web Services,Information Technology,,TikTok,3.4,NSW,0,1,1,0,0,1,0,1,0,0,7.0,0
Business Analyst - Customer's next best action,121820.0,>10000,Company - Public,Grocery Stores,Retail & Wholesale,$10+ billion (USD),WooliesX,3.7,NSW,0,0,1,0,0,0,0,0,1,1,99.0,0
Senior ICT Business Analyst/Senior Consultant,175000.0,,Company - Private,,,,Qvest Media,,NSW,0,0,0,0,0,0,0,0,1,0,,1
Technical Report Analyst,85000.0,51-200,Company - Private,Computer Hardware Development,Information Technology,,Humanforce,3.7,NSW,0,1,0,0,1,0,0,0,0,1,21.0,0
Commercial Analyst - Lead Insight Generation,115000.0,,Company - Private,,,,Sharp & Carter,4.7,NSW,0,0,1,0,1,0,0,0,0,1,,0
Marketing Data Analyst,130000.0,1-50,Company - Private,Information Technology Support Services,Information Technology,,Zone IT Solutions,4.4,NSW,0,1,0,0,1,0,0,0,0,1,11.0,0
Integration Support Analyst,73198.0,1001-5000,Company - Public,Investment & Asset Management,Finance,$500 million to $1 billion (USD),Link Group,3.3,NSW,0,0,1,0,0,0,0,0,0,0,18.0,0
Data Analytics & Robotics Specialist,103933.0,1001-5000,Company - Public,Investment & Asset Management,Finance,$500 million to $1 billion (USD),Link Group,3.3,NSW,0,1,1,0,1,0,0,0,1,1,18.0,0
Systems and Business Analyst,107331.0,1-50,Company - Public,,,,DH & Associates,,NSW,0,0,1,0,0,0,0,0,0,1,,0
Senior Pricing Analyst,77184.0,1001-5000,Private Practice / Firm,Legal,Legal,,MinterEllison,3.7,NSW,0,1,1,1,0,0,0,0,1,1,196.0,1
Senior Business Analyst - Reporting,97211.0,51-200,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),Pinnacle,3.6,NSW,0,1,1,1,0,0,0,0,0,1,,1
Senior Insight Analyst,64440.0,5001-10000,Company - Public,Broadcast Media,Media & Communication,,Seven West Media,3.0,NSW,0,0,0,1,0,0,0,0,0,1,67.0,1
Business Intelligence Developer,115152.0,1001-5000,Company - Public,,,,Timezone,3.5,NSW,0,1,1,0,1,0,0,0,0,1,,0
Supply Chain Systems Analyst,92387.0,5001-10000,Company - Private,Metal & Mineral Manufacturing,Manufacturing,,Senior Leadership InfraBuild,3.3,NSW,0,1,1,0,1,0,0,0,0,1,,0
IT Business Analyst,99268.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,Charterhouse,4.4,NSW,0,0,0,0,0,0,0,0,0,0,20.0,0
2024 Sydney PhD Quantitative Researcher Graduate Program,113836.0,1001-5000,Company - Private,Stock Exchanges,Finance,,Susquehanna International Group,4.1,NSW,0,0,0,0,0,1,1,1,0,0,36.0,0
Analyst Expense and Project Reporting,100000.0,>10000,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD),Commonwealth Bank,3.9,NSW,0,0,1,0,0,0,0,0,1,1,112.0,0
Business Analyst,102701.0,1-50,Company - Private,,,,FourPL,,NSW,0,0,1,0,0,0,0,0,1,0,,0
Financial Analyst,125000.0,1-50,Company - Private,,,$1 to $5 million (USD),Perigon Group,3.9,NSW,0,0,1,0,1,0,0,0,0,1,,0
Senior Data Analyst,86603.0,>10000,Company - Public,Insurance Carriers,Insurance,,QBE Insurance,3.8,NSW,1,0,1,0,0,0,0,0,0,1,137.0,1
Operational Risk Analyst - Initial 12-month contract,100993.0,1-50,Company - Private,,,,Anton Murray Consulting,4.7,NSW,0,0,1,0,1,0,0,0,0,0,,0
Senior Business Reporting Analyst,91540.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),Macquarie Group Limited,4.0,NSW,0,0,0,0,0,0,0,0,0,1,54.0,1
Senior Business Analyst,103698.0,501-1000,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),FUJIFILM,3.7,NSW,0,0,0,0,1,0,0,0,1,1,58.0,1
Lending Analyst/ Finance Associate,93808.0,1001-5000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Iris,4.2,NSW,0,0,1,0,0,1,0,0,0,0,45.0,0
Financial Analyst,100000.0,>10000,Company - Public,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$2 to $5 billion (USD),Brunel,4.0,NSW,0,0,1,0,1,0,0,0,0,0,48.0,0
Salesforce Business Analyst,107331.0,1-50,Company - Private,,,,The Bridge Search Pty Ltd,,NSW,0,0,0,0,0,0,0,0,1,0,,0
Technical Business Analyst (BA) Data Warehouse-Data Engineering,130000.0,1-50,Company - Private,Enterprise Software & Network Solutions,Information Technology,,ScaleUp Recruitment,,NSW,0,0,0,0,0,0,0,0,0,0,3.0,0
Financial Analyst,55973.0,>10000,Company - Private,Energy & Utilities,"Energy, Mining, Utilities",$5 to $10 billion (USD),REMONDIS Australia,3.3,NSW,0,0,1,0,0,0,0,0,0,1,89.0,0
"Quantitative Risk Reporting Analyst - Clearing, Oversight & Validation (Contract)",96747.0,1-50,Company - Private,Business Consulting,Management & Consulting,Less than $1 million (USD),Avenir Consulting,4.2,NSW,1,1,1,1,1,1,0,0,0,1,,0
Marketing Insights Analyst,103990.0,501-1000,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),Interactive Pty Ltd,3.9,NSW,0,1,1,1,1,0,0,0,1,0,35.0,0
Business Analyst - Workday,81950.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,,Paxus Australia Pty Ltd,4.1,NSW,0,0,1,0,0,0,0,0,0,0,59.0,0
Commodity Risk Analyst,100993.0,1-50,Company - Private,,,,Anton Murray Consulting,4.7,NSW,1,1,1,0,0,0,0,0,0,1,,0
Senior Data Business Analyst | Commodities and Global Markets,108167.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),Macquarie Group Limited,4.0,NSW,0,0,1,0,0,0,0,0,0,0,54.0,1
Senior Business Analyst,114018.0,>10000,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD),Commonwealth Bank,3.9,NSW,0,1,0,0,0,0,0,0,0,1,112.0,1
Property Analyst,147500.0,,Company - Public,,,,Allura Partners,,NSW,0,0,1,0,0,0,0,0,0,1,,0
Commercial Analyst - Supply Chain | Consumer,132500.0,,Company - Public,,,,Perceptor,,NSW,0,0,0,0,0,0,0,0,1,0,,0
Cost Benefit Analysis (CBA) Analyst,111694.0,501-1000,Government,National Services & Agencies,Government & Public Administration,,NSW Government -Department of Education,4.1,NSW,0,0,0,0,0,0,0,0,0,0,,0
ICT Business Analyst,125000.0,,Company - Public,,,,Easy Payroll Global,,NSW,0,0,1,0,0,0,0,0,0,0,,0
ICT Business Systems Analyst,97668.0,201-500,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),FinXL IT Professional Services,4.0,NSW,0,0,1,0,0,0,0,0,0,1,20.0,0
Finance Analyst,84971.0,201-500,College / University,,,,Australian Institute of Music,2.6,NSW,0,0,1,0,0,0,0,0,0,1,,0
Operations Analyst,86603.0,501-1000,Company - Private,Aerospace & Defence,Aerospace & Defence,,ANDURIL INDUSTRIES,4.4,NSW,1,0,0,0,0,1,0,0,1,0,6.0,0
Senior Analyst - Remuneration,79433.0,>10000,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),Colliers International,4.0,NSW,0,0,1,0,1,0,0,0,0,1,125.0,1
IT Business Analyst,106066.0,,Company - Private,,,,Shoolin Consultancy,5.0,NSW,0,0,1,0,0,0,0,0,0,1,,0
Business Peformance Analyst JP00010274,127300.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,Charterhouse,4.4,NSW,0,0,1,0,0,0,0,0,1,1,20.0,0
Senior Business Analyst (12 Months Fixed Term),114018.0,>10000,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD),Commonwealth Bank,3.9,NSW,0,0,0,0,0,0,0,0,0,0,112.0,1
Energy Market Risk Analyst,73485.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,Arete Executive,,NSW,0,0,0,1,0,0,0,0,0,1,14.0,0
Sr Business Analyst,97668.0,201-500,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),FinXL,4.0,NSW,0,0,0,0,0,0,0,0,0,0,20.0,0
IT Business Analyst,150000.0,201-500,Company - Private,,,,Grand Group Services PTY. LTD,1.0,NSW,0,0,1,0,0,0,0,0,0,0,,0
"Technology Governance, Risk and Compliance Analyst",81455.0,,Company - Private,Food & Beverage Manufacturing,Manufacturing,,The Arnott's Group,3.3,NSW,0,0,1,0,0,0,0,0,0,1,158.0,0
IT Analyst (Supply Chain and Transportation Management),138400.0,1001-5000,Company - Private,Grocery Stores,Retail & Wholesale,,ALDI Stores,3.5,NSW,0,0,1,0,0,0,0,0,0,0,24.0,0
Business Analyst,81440.0,51-200,Company - Private,Business Consulting,Management & Consulting,,Verve Partners,4.0,NSW,0,0,0,0,0,0,0,0,0,1,16.0,0
Quoting and Pricing Operations Analyst - Mobile Telecommunications Project,115350.0,>10000,Company - Public,Information Technology Support Services,Information Technology,$500 million to $1 billion (USD),Cyient,3.6,NSW,0,0,1,0,0,0,0,0,0,1,32.0,0
